processed_title,processed_description
"['standard', 'chartered', 'subsidiary', 'bank', 'launch', 'bitcoin', 'etf', 'trading']","['mox', 'hong', 'kong', 'virtual', 'bank', 'owned', 'standard', 'chartered', 'launched', 'bitcoin', 'crypto', 'etf', 'trading', 'make', 'mox', 'first', 'virtual', 'bank', 'hong', 'kong', 'offer', 'product']"
"['bitcoin', 'protect', 'public', 'record', 'simple', 'proof']","['world', 'rife', 'disinformation', 'rafael', 'cordn', 'working', 'uphold', 'integrity', 'election', 'result', 'important', 'government', 'document']"
"['opportunity', 'bitcoin', 'remittance', 'west', 'africa']","['look', 'eco', 'west', 'african', 'currency', 'initiative', 'bitcoin', 'efficiently', 'fulfill', 'goal', 'program']"
"['metaplanet', 'raise', 'million', 'buy', 'bitcoin']","['metaplanet', 'japanese', 'public', 'company', 'announced', 'plan', 'raise', 'million', 'stock', 'right', 'issue', 'buy', 'bitcoin']"
"['semler', 'scientific', 'buy', 'another', 'million', 'worth', 'bitcoin']","['semler', 'scientific', 'announced', 'purchase', 'another', 'million', 'worth', 'bitcoin', 'bringing', 'total', 'holding', 'btc', 'worth', 'million']"
"['bitcoin', 'fear', 'greed', 'index', 'hit', 'near', 'extreme', 'fear', 'buying', 'opportunity']","['bitcoins', 'market', 'sentiment', 'nearing', 'extreme', 'fear', 'potentially', 'presenting', 'investor', 'prime', 'buying', 'opportunity']"
"['bitcoin', 'mining', 'never', 'banned', 'china']","['analyzing', 'claim', 'bitcoin', 'mining', 'banned', 'china', 'second', 'report', 'fud', 'fighter', 'series', 'powered', 'hive', 'digital', 'technology', 'ltd']"
"['europe', 'fourth', 'largest', 'investment', 'manager', 'discloses', 'spot', 'bitcoin', 'etf', 'amid', 'market', 'volatility']","['firm', 'reported', 'owning', 'large', 'amount', 'blackrock', 'fidelity', 'bitcoin', 'etf']"
"['trump', 'future', 'bitcoin']","['reflection', 'recent', 'support', 'growing', 'donald', 'trump', 'bitcoin', 'space', 'whether', 'actually', 'rational', 'long', 'term', 'decision']"
"['bitcoin', 'dip', 'k', 'global', 'market', 'crash']","['bitcoin', 'plunged', 'first', 'time', 'month', 'global', 'market', 'crashed', 'amid', 'recession', 'fear']"
"['bitcoin', 'act']","['brief', 'overview', 'recently', 'proposed', 'bill', 'senator', 'cynthia', 'lummis', 'accumulate', 'bitcoin', 'strategic', 'u', 'reserve']"
"['bitcoins', 'anticipated', 'retail', 'resurgence']","['exploring', 'potential', 'surge', 'retail', 'investor', 'return', 'bitcoin', 'drive', 'price', 'higher']"
"['key', 'frost', 'distributed', 'key', 'generation']","['describing', 'process', 'generating', 'keyshards', 'frost', 'multisig', 'wallet', 'secure', 'distributed', 'way', 'rather', 'using', 'single', 'trusted', 'entity', 'generate', 'key']"
"['morgan', 'stanley', 'offer', 'bitcoin', 'etf', 'wealth', 'client', 'cnbc']","['starting', 'wednesday', 'morgan', 'stanley', 'financial', 'advisor', 'solicit', 'eligible', 'client', 'purchase', 'share', 'blackrock', 'fidelity', 'spot', 'bitcoin', 'etf']"
"['telegram', 'game', 'catizen', 'partner', 'hashkey', 'group', 'joint', 'airdrop']","['ton', 'following', 'announcement', 'follows', 'hashkey', 'group', 'investment', 'developing', 'ton', 'ecosystem', 'earlier', 'year']"
"['generative', 'ai', 'outpacing', 'medium', 'literacy', 'leaving', 'people', 'vulnerable', 'new', 'research', 'find']","['slow', 'growth', 'medium', 'literacy', 'growing', 'concern', 'given', 'ability', 'generative', 'ai', 'tool', 'produce', 'deepfakes', 'disinformation']"
"['analyst', 'remain', 'bullish', 'crypto', 'bitcoin', 'dip']","['despite', 'indecision', 'crypto', 'analyst', 'investment', 'trading', 'desk', 'remain', 'optimistic', 'remainder', 'year']"
"['australia', 'financial', 'regulator', 'warns', 'ongoing', 'crypto', 'scam', 'despite', 'monthly', 'decline', 'since', 'april']","['average', 'website', 'said', 'taken', 'daily', 'scammer', 'continuing', 'adapt', 'find', 'new', 'way', 'lure', 'victim', 'asic', 'said']"
"['today', 'hamster', 'kombat', 'daily', 'combo', 'cipher', 'code']","['looking', 'daily', 'combo', 'cipher', 'code', 'sunday', 'august', 'here', 'need', 'make', 'bank', 'telegram', 'game', 'hamster', 'kombat']"
"['today', 'x', 'empire', 'elon', 'musk', 'game', 'daily', 'combo', 'riddle']","['looking', 'x', 'empire', 'daily', 'combo', 'riddle', 'solution', 'sunday', 'august', 'latest', 'boost', 'telegram', 'crypto', 'game']"
"['harris', 'trump', 'either', 'bring', 'crypto', 'regulation', 'say', 'kevin', 'oleary']","['canadian', 'investor', 'shark', 'tank', 'star', 'say', 'government', 'intervention', 'inevitable', 'maturing', 'crypto', 'industry']"
"['pokeyquest', 'slick', 'telegram', 'taptoearn', 'game', 'nintendos', 'lawyer', 'might', 'love']","['telegram', 'tryout', 'there', 'something', 'little', 'familiar', 'telegram', 'taptoearn', 'game', 'pokeyquest', 'least', 'look', 'great']"
"['week', 'crypto', 'game', 'lost', 'glitch', 'beta', 'hit', 'epic', 'store', 'membersonly', 'ethereum', 'chain']","['catch', 'week', 'biggest', 'crypto', 'nft', 'gaming', 'news', 'find', 'weekend', 'read', 'latest', 'roundup']"
"['crypto', 'protocol', 'need', 'preventative', 'tool', 'mitigate', 'attack']","['monitoring', 'audit', 'arent', 'enough', 'avoid', 'hack', 'spherex', 'technology', 'ceo', 'eyal', 'meron', 'explains', 'crypto', 'protocol', 'need', 'rethink', 'security']"
"['week', 'crypto', 'twitter', 'degens', 'jump', 'trump', 'word', 'bingo']","['crypto', 'user', 'bet', 'million', 'polymarket', 'guess', 'former', 'president', 'would', 'say', 'left', 'disappointed']"
"['fomo', 'hour', 'giga', 'hit']","['btc', 'etf', 'eth', 'etf', 'btc', 'hit', 'k', 'rebound', 'liquidated', 'schumer', 'say', 'crypto', 'policy', 'pas', 'year', 'tether', 'mint', 'another', 'sol', 'bernstein', 'move', 'several', 'btc', 'miner', 'outperform', 'miner', 'raised', 'bn', 'q', 'help', 'cash', 'crunch', 'eigenlayer', 'tvl', 'fall', 'airdrop', 'controversy', 'arb', 'announces', 'staking', 'korea', 'pension', 'fund', 'buy', 'microstrategy', 'coinbase', 'allows', 'gold', 'oil', 'future', 'trading']"
"['monero', 'vet', 'prep', 'tari', 'token', 'promising', 'easier', 'mining', 'newbie', 'bitcoin']","['tari', 'universe', 'promise', 'easy', 'athome', 'mining', 'aiming', 'bring', 'onboard', 'next', 'generation', 'crypto', 'user']"
"['crypto', 'startup', 'acquired', 'popular', 'roblox', 'stock', 'trading', 'game']","['crypto', 'education', 'startup', 'pip', 'world', 'roblox', 'sandbox', 'company', 'exec', 'explain', 'plan', 'stock', 'trading', 'game', 'stockrise']"
"['week', 'coin', 'bitcoin', 'dip', 'ethereum', 'sits', 'still', 'trump', 'family', 'settle']","['coin', 'token', 'week', 'crypto', 'world', 'wasnt', 'short', 'news', 'drama']"
"['franklin', 'templeton', 'file', 'new', 'ezpz', 'bitcoin', 'ethereum', 'etf']","['wall', 'street', 'giant', 'pushing', 'even', 'digital', 'asset', 'fund', 'holding', 'two', 'top', 'cryptocurrencies']"
"['google', 'unleashes', 'imagen', 'heating', 'ai', 'image', 'generator', 'race']","['google', 'imagen', 'available', 'testing', 'imagefx', 'set', 'compete', 'midjourney', 'flux', 'dalle']"
"['ethereum', 'gaming', 'arcade', 'bsmnt', 'launch', 'base', 'network', 'bfun']","['coinbases', 'ethereum', 'layer', 'network', 'base', 'new', 'destination', 'plunk', 'digital', 'coin', 'via', 'bfun', 'gaming', 'chain', 'bsmnt', 'platform']"
"['mastercard', 'betting', 'cryptobut', 'stablecoins']","['global', 'commerce', 'soon', 'live', 'onchain', 'exec', 'tell', 'decrypt', 'traditional', 'bank', 'could', 'center', 'new', 'system']"
"['government', 'embrace', 'bitcoin', 'could', 'become', 'privacy', 'threat']","['privacyfocused', 'bitcoin', 'advocate', 'raising', 'alarm', 'government', 'could', 'use', 'top', 'blockchain', 'surveil', 'citizen', 'right']"
"['trump', 'tap', 'bitcoin', 'tether', 'bull', 'howard', 'lutnick', 'transition', 'team']","['bitcoin', 'fan', 'play', 'important', 'role', 'trump', 'leadership', 'team', 'expresident', 'get', 'another', 'shot', 'running', 'america', 'come', 'november']"
"['billion', 'illicit', 'crypto', 'transaction', 'linked', 'uk', 'every', 'year', 'nca']","['billion', 'billion', 'illicit', 'crypto', 'transaction', 'linked', 'uk', 'every', 'year', 'according', 'ncas', 'annual', 'report']"
"['norway', 'sovereign', 'wealth', 'fund', 'ramp', 'indirect', 'exposure', 'bitcoin']","['fund', 'investment', 'crypto', 'firm', 'mean', 'every', 'norwegian', 'effectively', 'exposure', 'worth', 'bitcoin']"
"['south', 'korea', 'public', 'pension', 'fund', 'invests', 'millon', 'microstrategy']","['national', 'pension', 'service', 'cryptorelated', 'stock', 'purchase', 'also', 'include', 'million', 'worth', 'share', 'crypto', 'exchange', 'coinbase']"
"['donald', 'trump', 'owns', 'million', 'dollar', 'ethereum', 'filing', 'reveals']","['former', 'president', 'donald', 'trump', 'owner', 'million', 'worth', 'cryptocurrencies', 'according', 'new', 'financial', 'disclosure']"
"['bernstein', 'rate', 'multiple', 'bitcoin', 'mining', 'stock', 'outperform']","['investment', 'firm', 'issued', 'outperform', 'rating', 'mining', 'stock', 'riot', 'platform', 'cleanspark', 'iris', 'energy', 'core', 'scientific']"
"['nasdaq', 'nyse', 'withdraw', 'bitcoin', 'etf', 'option', 'application']","['nasdaq', 'nyse', 'expected', 'refile', 'application', 'coming', 'day', 'following', 'cboes', 'lead']"
"['crypto', 'criminal', 'shift', 'focus', 'centralized', 'exchange', 'chainalysis', 'report', 'reveals']","['chainalysis', 'found', 'attacker', 'including', 'linked', 'north', 'korea', 'even', 'gone', 'far', 'applying', 'job', 'targeted', 'company']"
"['imf', 'call', 'increased', 'electricity', 'tax', 'crypto', 'miner', 'ai', 'data', 'center']","['imf', 'said', 'hike', 'electricity', 'tax', 'crypto', 'miner', 'could', 'curb', 'global', 'emission', 'netting', 'government', 'billion', 'revenue']"
"['deepfake', 'ai', 'undress', 'porn', 'site', 'sued', 'california', 'court']","['san', 'francisco', 'city', 'attorney', 'going', 'website', 'apps', 'facilitating', 'sexual', 'abuse']"
"['grok', 'beat', 'chatgpt', 'claude', 'writing', 'coding']","['latest', 'chatbot', 'challenge', 'put', 'latest', 'grok', 'release', 'ai', 'test', 'leading', 'llm', 'openai', 'anthropic']"
"['ethereum', 'creator', 'vitalik', 'buterin', 'donates', 'animal', 'coin', 'charity']","['buterin', 'liquidated', 'trove', 'animalthemed', 'meme', 'token', 'benefit', 'animal', 'welfare', 'implored', 'stranger', 'stop', 'sending', 'crypto']"
"['defiance', 'launch', 'leveraged', 'etf', 'amplify', 'microstrategy', 'gain']","['new', 'defiance', 'fund', 'double', 'going', 'long', 'popular', 'stockbut', 'risk', 'also', 'greater']"
"['bmw', 'bring', 'uno', 'card', 'game', 'luxury', 'car']","['uno', 'car', 'party', 'app', 'debuting', 'gamescom', 'rolled', 'vehicle']"
"['bitcoin', 'ethereum', 'etf', 'gain', 'help', 'blackrock', 'flip', 'grayscales', 'asset', 'tally']","['cryptocurrency', 'industry', 'matures', 'tradfi', 'behemoth', 'claimed', 'title', 'defined', 'crypto', 'native']"
"['frozen', 'crypto', 'wallet', 'linked', 'nigeria', 'protest', 'still', 'active', 'report']","['fund', 'said', 'tied', 'endbadgovernance', 'protest', 'country', 'appear', 'moving', 'violation', 'judge', 'order']"
"['fomo', 'hour', 'btc', 'back']","['btc', 'etf', 'eth', 'etf', 'crypto', 'fall', 'market', 'react', 'negatively', 'cpi', 'print', 'btc', 'whale', 'buying', 'slows', 'death', 'cross', 'weekly', 'low', 'cpi', 'print', 'could', 'still', 'lead', 'btc', 'ath', 'grayscale', 'exchange', 'see', 'bn', 'usdt', 'withdrawal', 'u', 'government', 'sends', 'btc', 'exchange', 'apple', 'pay', 'may', 'soon', 'allow', 'usdc', 'payment', 'schumer', 'vow', 'pas', 'crypto', 'regulation', 'year', 'morgan', 'stanley', 'discloses', 'btc', 'etf', 'holding', 'vanguard', 'say', 'wont', 'btc', 'etf', 'marathon', 'digital', 'buy', 'btc', 'defi', 'rise', 'aave', 'hit', 'weekly', 'high', 'borrower', 'bitgo', 'continues', 'stress', 'autonomy', 'justin', 'sun', 'binance', 'return', 'india']"
"['im', 'leaving', 'kim', 'dotcom', 'defiant', 'face', 'u', 'extradition', 'order']","['kim', 'dotcom', 'facing', 'several', 'charge', 'relating', 'filesharing', 'website', 'megaupload', 'allowed', 'user', 'illegally', 'distribute', 'music', 'film']"
"['bitcoin', 'ethereum', 'price', 'suddenly', 'plunge', 'liquidation', 'top', 'million']","['long', 'position', 'rekt', 'left', 'right', 'bitcoin', 'ethereum', 'top', 'cryptocurrencies', 'fall', 'rapidly', 'despite', 'stock', 'market', 'gain']"
"['aavegotchi', 'studio', 'reveals', 'member', 'ethereum', 'layer', 'gaming', 'chain']","['built', 'ethereum', 'tech', 'arbitrum', 'base', 'alchemy', 'geist', 'aim', 'solve', 'crypto', 'gaming', 'pain', 'point', 'delivering', 'exclusive', 'benefit']"
"['shark', 'tank', 'kevin', 'oleary', 'welcome', 'crypto', 'regulation', 'slam', 'celebrity', 'shitcoins']","['whether', 'celebrity', 'meme', 'coin', 'tom', 'brady', 'canadian', 'investor', 'shark', 'tank', 'star', 'kevin', 'oleary', 'tell', 'like', 'interview', 'decrypt', 'reporter', 'andr', 'beganski', 'oleary', 'break', 'approach', 'crypto', 'market', 'cowboy', 'became', 'thing', 'past', 'amid', 'cryptos', 'renaissance', 'period', 'see', 'prediction', 'market', 'stablecoins', 'bright', 'spot', 'regulation', 'look', 'inevitable', 'maturing', 'industry']"
"['fomo', 'hour', 'pump', 'fun', 'still', 'rising']","['crypto', 'rally', 'ahead', 'key', 'cpi', 'data', 'today', 'bn', 'mt', 'gox', 'btc', 'ready', 'moved', 'jump', 'transfer', 'another', 'eth', 'sell', 'sol', 'stablecoin', 'tvl', 'bn', 'last', 'week', 'goldman', 'sachs', 'show', 'btc', 'etf', 'btc', 'etf', 'soon', 'surpass', 'satoshis', 'holding', 'eth', 'l', 'transaction', 'hit', 'record', 'harris', 'advisor', 'poor', 'history', 'crypto', 'policy', 'bitget', 'wallet', 'overtakes', 'metamask', 'downloads', 'coinbase', 'say', 'cbbtc', 'wrapped', 'bitcoin', 'coming']"
"['fomo', 'hour', 'trump', 'elon', 'x']","['soleth', 'ath', 'grayscale', 'eth', 'etf', 'show', 'outflow', 'bitcoin', 'slump', 'due', 'rising', 'kamala', 'odds', 'bernstein', 'alt', 'season', 'wont', 'return', 'btc', 'k', 'hayes', 'paypal', 'stablecoin', 'sol', 'flip', 'eth', 'tvl', 'ac', 'file', 'bn', 'claim', 'terraform', 'lab', 'marathon', 'stamp', 'made', 'usa', 'mined', 'btc', 'trump', 'elon', 'dont', 'mention', 'crypto', 'interview', 'coinbase', 'urge', 'sec', 'abandon', 'defi', 'exchange', 'rule', 'several', 'vcs', 'receive', 'sec', 'letter', 'uniswap', 'op', 'hint', 'upcoming', 'superchain']"
"['deadrop', 'cocreator', 'discus', 'shock', 'dr', 'disrespect', 'allegation', 'future', 'plan']","['month', 'famed', 'gaming', 'influencer', 'dr', 'disrespect', 'dropped', 'midnight', 'society', 'studio', 'building', 'firstperson', 'shooter', 'deadrop', 'team', 'finally', 'broken', 'silence', 'exclusive', 'interview', 'decrypts', 'gg', 'discus', 'move', 'remove', 'streamer', 'companyand', 'game', 'move', 'forward']"
"['gigachad', 'crypto', 'coin', 'alpha', 'male', 'mindset']","['gigachad', 'meme', 'coin', 'centered', 'around', 'meme', 'originates', 'photographer', 'posted', 'bodybuilder', 'unrealistically', 'insane', 'body', 'later', 'named', 'gigachad', 'chan', 'user']"
"['fomo', 'hour', 'eth', 'lead', 'charge']","['eth', 'lead', 'gain', 'major', 'ethe', 'outflow', 'slowing', 'putin', 'sign', 'crypto', 'mining', 'bill', 'tether', 'mint', 'another', 'sol', 'tether', 'plan', 'double', 'staff', 'improve', 'compliance', 'turkey', 'see', 'surge', 'exchange', 'application', 'sec', 'plan', 'appeal', 'xrp', 'ruling', 'franklin', 'templeton', 'launch', 'fund', 'arb', 'sui', 'lead', 'altcoins', 'grayscale', 'fund', 'announced', 'tia', 'rise', 'launch', 'mainnet', 'september', 'stx', 'launch', 'final', 'nakamoto', 'code', 'month', 'coinbase', 'question', 'cftc', 'prediction', 'market', 'rule']"
"['fomo', 'hour', 'ftx', 'saga', 'continues']","['btc', 'etf', 'eth', 'etf', 'xrp', 'settle', 'sec', 'rise', 'ftx', 'ordered', 'repay', 'bn', 'btc', 'mayer', 'multiple', 'hit', 'lowest', 'since', 'ftx', 'saylor', 'personally', 'owns', 'bn', 'btc', 'dems', 'launch', 'crypto', 'harris', 'group', 'brazil', 'approves', 'first', 'spot', 'sol', 'etf', 'robinhood', 'crypto', 'revenue', 'ethena', 'launch', 'stablecoin', 'sol', 'jump', 'likely', 'shut', 'development', 'arm', 'trading', 'nomad', 'bridge', 'hacker', 'move', 'tornado', 'metaplanet', 'buy', 'btc', 'binance', 'list', 'ton', 'spot', 'binance', 'invests', 'sol', 'restaking', 'protocol', 'arbitrum', 'orbit', 'chain', 'use', 'usdc', 'gas']"
"['fomo', 'hour', 'sol', 'bounce']","['sol', 'continues', 'lead', 'major', 'memecoins', 'run', 'higher', 'soleth', 'hit', 'ath', 'break', 'key', 'resistance', 'level', 'btc', 'whale', 'bought', 'bn', 'last', 'month', 'btc', 'volatility', 'hit', 'month', 'high', 'nasdaq', 'blackrock', 'ask', 'list', 'eth', 'option', 'eth', 'etf', 'inflow', 'outpace', 'btc', 'blackrock', 'eth', 'etf', 'see', 'inflow', 'far', 'new', 'eth', 'l', 'created', 'every', 'day', 'bn', 'seized', 'eth', 'transferred', 'chinese', 'police', 'jump', 'continues', 'exit', 'eth', 'position', 'move', 'yen', 'opportunity', 'buy', 'btc', 'hayes', 'tether', 'mint', 'another', 'sol', 'defi', 'revenue', 'soar', 'aave', 'make', 'one', 'day', 'hyperliquid', 'see', 'record', 'bn', 'trade', 'volume', 'binance', 'saw', 'bn', 'inflow', 'biggest', 'inflow', 'nearly', 'every', 'binance', 'launchpad', 'coin', 'red', 'kamala', 'reschedules', 'crypto', 'leader', 'meetup']"
"['fomo', 'hour', 'back']","['btc', 'eth', 'etf', 'see', 'huge', 'bn', 'trading', 'volume', 'real', 'number', 'liquidation', 'estimated', 'bn', 'k', 'trader', 'liquidated', 'move', 'top', 'coin', 'red', 'trump', 'say', 'u', 'sell', 'crypto', 'holding', 'bitcoin', 'good', 'hedge', 'gold', 'cramer', 'ark', 'buy', 'coinbase', 'stock', 'drop', 'capula', 'report', 'btc', 'etf', 'holding', 'moonpay', 'highest', 'volume', 'day', 'since', 'april', 'ronin', 'bridge', 'saved', 'eth', 'whitehat', 'hack', 'bitcoin', 'pretend', 'internet', 'money', 'tezos', 'founder']"
